Product Name,Product ID,Image URL,Rating,Total Reviews,Brand,Category Name,Category ID,Product URL
Plant Based by ASDA Chocolate Flavoured Oat Drink 200ml,1000216902523,https://ui.assets-asda.com:443/dm/5057172223459,4.56,50,Plant Based by ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/plant-based-by-asda-chocolate-flavoured-oat-drink-200ml/1000216902523
ASDA Lactose Free Semi Skimmed Milk,1000340511270,https://ui.assets-asda.com:443/dm/5057172404278,4.1633,98,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-lactose-free-semi-skimmed-milk/1000340511270
Arla LactoFREE Fresh Semi Skimmed Milk,1000319946789,https://ui.assets-asda.com:443/dm/5000181042139,4.6033,121,Arla LactoFREE,Chilled Food,1215660378320,https://groceries.asda.com/product/arla-lactofree-fresh-semi-skimmed-milk/1000319946789
Arla LactoFREE Fresh Semi Skimmed Milk,17505545,https://ui.assets-asda.com:443/dm/5000181028133,4.631,187,Arla LactoFREE,Chilled Food,1215660378320,https://groceries.asda.com/product/arla-lactofree-fresh-semi-skimmed-milk/17505545
Arla Protein Strawberry & Raspberry Milk Shake,1000383135537,https://ui.assets-asda.com:443/dm/5711953081354,4.4074,54,Arla Protein,Chilled Food,1215660378320,https://groceries.asda.com/product/arla-protein-strawberry-&-raspberry-milk-shake/1000383135537
Arla Protein Chocolate Milk Shake,1000383135482,https://ui.assets-asda.com:443/dm/5711953068881,4.5698,86,Arla Protein,Chilled Food,1215660378320,https://groceries.asda.com/product/arla-protein-chocolate-milk-shake/1000383135482
Arla LactoFREE Long Life Semi Skimmed Milk Drink,44054,https://ui.assets-asda.com:443/dm/5000181029161,4.5222,90,Arla LactoFREE,Chilled Food,1215660378320,https://groceries.asda.com/product/arla-lactofree-long-life-semi-skimmed-milk-drink/44054
Arla LactoFREE Fresh Whole Milk,80879810,https://ui.assets-asda.com:443/dm/5000181030938,4.6495,97,Arla LactoFREE,Chilled Food,1215660378320,https://groceries.asda.com/product/arla-lactofree-fresh-whole-milk/80879810
Arla Protein Vanilla Milk Shake,1000383135572,https://ui.assets-asda.com:443/dm/5711953081330,4.6441,59,Arla Protein,Chilled Food,1215660378320,https://groceries.asda.com/product/arla-protein-vanilla-milk-shake/1000383135572
Arla LactoFREE Whole Milk Drink 2 Litre,1000383262282,https://ui.assets-asda.com:443/dm/5000246729661,5,2,Arla,Chilled Food,1215660378320,https://groceries.asda.com/product/arla-lactofree-whole-milk-drink-2-litre/1000383262282
Arla LactoFREE Fresh Skimmed Milk Drink,910001049835,https://ui.assets-asda.com:443/dm/5760466997744,4.4787,94,Arla LactoFREE,Chilled Food,1215660378320,https://groceries.asda.com/product/arla-lactofree-fresh-skimmed-milk-drink/910001049835
Mighty High Protein Pea Milk Alternative Long Life Unsweetened,1000320855368,https://ui.assets-asda.com:443/dm/5060674960012,3.9265,68,Mighty,Dietary & Lifestyle,1215686355606,https://groceries.asda.com/product/mighty-high-protein-pea-milk-alternative-long-life-unsweetened/1000320855368
Arla LactoFREE Organic Semi Skimmed Milk Drink,1000204197603,https://ui.assets-asda.com:443/dm/5711953112577,4.6957,92,Arla LactoFREE,Chilled Food,1215660378320,https://groceries.asda.com/product/arla-lactofree-organic-semi-skimmed-milk-drink/1000204197603
Arla LactoFREE Long Life Whole Milk Drink,910000559264,https://ui.assets-asda.com:443/dm/5000181030907,4.6667,27,Arla LactoFREE,Chilled Food,1215660378320,https://groceries.asda.com/product/arla-lactofree-long-life-whole-milk-drink/910000559264
Oatly The Original Oat Drink Organic,1000319719565,https://ui.assets-asda.com:443/dm/7394376617980,4.0833,12,Oatly,Chilled Food,1215660378320,https://groceries.asda.com/product/oatly-the-original-oat-drink-organic/1000319719565
Plant Based by ASDA Oat Drink 1Litre,1000216902541,https://ui.assets-asda.com:443/dm/5057172223435,2.6154,143,Plant Based by ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/plant-based-by-asda-oat-drink-1litre/1000216902541
Oatly The Original Whole Oat Drink,1000383172042,https://ui.assets-asda.com:443/dm/7394376620713,4.76,25,Oatly,Chilled Food,1215660378320,https://groceries.asda.com/product/oatly-the-original-whole-oat-drink/1000383172042
Oatly Barista Edition The Original Oat Drink,1000383134631,https://ui.assets-asda.com:443/dm/7394376620157,4.7143,28,Oatly,Chilled Food,1215660378320,https://groceries.asda.com/product/oatly-barista-edition-the-original-oat-drink/1000383134631
Alpro Barista Oat 750ml,1000383224684,https://ui.assets-asda.com:443/dm/5411188133094,4,5,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-barista-oat-750ml/1000383224684
Califia Farms Unsweetened Vanilla Almond Drink,1000161156383,https://ui.assets-asda.com:443/dm/0813636020737,4.2143,28,Califia Farms,Chilled Food,1215660378320,https://groceries.asda.com/product/califia-farms-unsweetened-vanilla-almond-drink/1000161156383
Califia Farms Oat Barista Blend Chilled Style,1000318360130,https://ui.assets-asda.com:443/dm/0813636022953,4.7941,34,Califia Farms,Chilled Food,1215660378320,https://groceries.asda.com/product/califia-farms-oat-barista-blend-chilled-style/1000318360130
Oddlygood Barista Oat Drink 1L,1000383225137,https://ui.assets-asda.com:443/dm/6408432000157,4.6842,19,Oddlygood,Chilled Food,1215660378320,https://groceries.asda.com/product/oddlygood-barista-oat-drink-1l/1000383225137
Oatly Oat Drink Chocolate Deluxe,1000319719534,https://ui.assets-asda.com:443/dm/7394376665189,4.3571,14,Oatly,Chilled Food,1215660378320,https://groceries.asda.com/product/oatly-oat-drink-chocolate-deluxe/1000319719534
Plenish Organic Almond Dairy Alternative Chilled Drink 1L,1000383168019,https://ui.assets-asda.com:443/dm/5060362070474,4.6667,6,Plenish,Chilled Food,1215660378320,https://groceries.asda.com/product/plenish-organic-almond-dairy-alternative-chilled-drink-1l/1000383168019
Alpro Smooth Subtle Creamy Oat 500ml,1000383224826,https://ui.assets-asda.com:443/dm/5411188140061,4.4231,52,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-smooth-subtle-creamy-oat-500ml/1000383224826
Plenish Organic Oat 1L,1000383168144,https://ui.assets-asda.com:443/dm/5060362071709,4.3333,18,Plenish,Chilled Food,1215660378320,https://groceries.asda.com/product/plenish-organic-oat-1l/1000383168144
Oddlygood Barista Vanilla Flavour Oat Drink 1L,1000383208500,https://ui.assets-asda.com:443/dm/6408430102358,4.4444,18,Oddlygood,Chilled Food,1215660378320,https://groceries.asda.com/product/oddlygood-barista-vanilla-flavour-oat-drink-1l/1000383208500
Alpro No Sugars Nutty Almond 500ml,1000383224876,https://ui.assets-asda.com:443/dm/5411188139904,4.5091,55,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-no-sugars-nutty-almond-500ml/1000383224876
Califia Farms Mocha Cold Brew Coffee with Almond,1000161156413,https://ui.assets-asda.com:443/dm/0813636021703,4.5,28,Califia Farms,Chilled Food,1215660378320,https://groceries.asda.com/product/califia-farms-mocha-cold-brew-coffee-with-almond/1000161156413
Koko Dairy Free Original Drink Chilled,910001369682,https://ui.assets-asda.com:443/dm/5060100600215,4.3077,26,Koko Dairy Free,Chilled Food,1215660378320,https://groceries.asda.com/product/koko-dairy-free-original-drink-chilled/910001369682
Califia Farms XX Espresso Cold Brew Coffee with Almond,1000161156380,https://ui.assets-asda.com:443/dm/0813636020775,4.4412,34,Califia Farms,Chilled Food,1215660378320,https://groceries.asda.com/product/califia-farms-xx-espresso-cold-brew-coffee-with-almond/1000161156380
Oatly Oat Drink No Sugars Chilled 1L,1000383171995,https://ui.assets-asda.com:443/dm/7394376620874,4,4,Oatly,Chilled Food,1215660378320,https://groceries.asda.com/product/oatly-oat-drink-no-sugars-chilled-1l/1000383171995
Oatly The Original Semi Oat Drink,1000383171902,https://ui.assets-asda.com:443/dm/7394376620720,4.5833,12,Oatly,Chilled Food,1215660378320,https://groceries.asda.com/product/oatly-the-original-semi-oat-drink/1000383171902
Oddlygood Barista Salted Caramel Flavour Oat Drink 1L,1000383208508,https://ui.assets-asda.com:443/dm/6408430102365,4.9231,13,Oddlygood,Chilled Food,1215660378320,https://groceries.asda.com/product/oddlygood-barista-salted-caramel-flavour-oat-drink-1l/1000383208508
Alpro No Sugars Coco 1L,1000383167810,https://ui.assets-asda.com:443/dm/5411188128311,3.5455,11,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-no-sugars-coco-1l/1000383167810
UFC Velvet Coconut Milk Unsweetened 1L,1000133564298,https://ui.assets-asda.com:443/dm/8850025071026,4,4,UFC,Chilled Food,1215660378320,https://groceries.asda.com/product/ufc-velvet-coconut-milk-unsweetened-1l/1000133564298
Koko Dairy Free Unsweetened Drink Chilled,1000061867894,https://ui.assets-asda.com:443/dm/5060100601885,4.45,20,Koko Dairy Free,Dietary & Lifestyle,1215686355606,https://groceries.asda.com/product/koko-dairy-free-unsweetened-drink-chilled/1000061867894
Oatly Creamy Oat Chilled Style,1000319719703,https://ui.assets-asda.com:443/dm/7394376616587,4.72,25,Oatly,Chilled Food,1215660378320,https://groceries.asda.com/product/oatly-creamy-oat-chilled-style/1000319719703
Califia Farms Cold Brew Coffee with Oat Caramel 750ml,1000383152199,https://ui.assets-asda.com:443/dm/0813636023189,4.2,10,Califia Farms,Chilled Food,1215660378320,https://groceries.asda.com/product/califia-farms-cold-brew-coffee-with-oat-caramel-750ml/1000383152199
Alpro Almond No Sugars Chilled Drink,910000906754,https://ui.assets-asda.com:443/dm/5411188112778,4.3294,85,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-almond-no-sugars-chilled-drink/910000906754
ASDA Plant Based Oat Barista Drink 1 Litre,1000326338147,https://ui.assets-asda.com:443/dm/5057172767113,3.5079,126,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-plant-based-oat-barista-drink-1-litre/1000326338147
Alpro Oat No Sugars Chilled Drink,1000154717010,https://ui.assets-asda.com:443/dm/5411188124702,4.4429,70,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-oat-no-sugars-chilled-drink/1000154717010
Alpro Creamy Oat 1L,910002967268,https://ui.assets-asda.com:443/dm/5411188123132,4.3636,55,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-creamy-oat-1l/910002967268
Plant Based by ASDA Almond Unsweetened Drink 1 Litre,1000066996627,https://ui.assets-asda.com:443/dm/5054781982562,3.1783,129,Plant Based by ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/plant-based-by-asda-almond-unsweetened-drink-1-litre/1000066996627
Plant Based by ASDA Coconut Drink 1 Litre,910003039986,https://ui.assets-asda.com:443/dm/5054781337461,4.1852,54,Plant Based by ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/plant-based-by-asda-coconut-drink-1-litre/910003039986
Alpro Almond No Sugars Long Life Drink,910001285573,https://ui.assets-asda.com:443/dm/5411188112709,4.2268,97,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-almond-no-sugars-long-life-drink/910001285573
Plant Based by ASDA Almond Unsweetened 1 Litre,910003039771,https://ui.assets-asda.com:443/dm/5054781337515,3.0288,104,Plant Based by ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/plant-based-by-asda-almond-unsweetened-1-litre/910003039771
Plant Based by ASDA Oat Drink 1 Litre,1000216902646,https://ui.assets-asda.com:443/dm/5057172223428,3,63,Plant Based by ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/plant-based-by-asda-oat-drink-1-litre/1000216902646
Alpro Oat No Sugars Long Life Drink,1000142632188,https://ui.assets-asda.com:443/dm/5411188124689,4.4583,72,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-oat-no-sugars-long-life-drink/1000142632188
Alpro Oat Long Life Drink,910001362507,https://ui.assets-asda.com:443/dm/5411188115366,4.2568,74,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-oat-long-life-drink/910001362507
Blue Diamond Long Life Almond Breeze Drink Unsweetened,910000982688,https://ui.assets-asda.com:443/dm/0041570080146,4.6571,35,Blue Diamond,Dietary & Lifestyle,1215686355606,https://groceries.asda.com/product/blue-diamond-long-life-almond-breeze-drink-unsweetened/910000982688
Mighty Milkology Ultimate Barista Oat Milk Alternative Long Life,1000320855342,https://ui.assets-asda.com:443/dm/5060674960050,4.0738,122,Mighty Milkology,Chilled Food,1215660378320,https://groceries.asda.com/product/mighty-milkology-ultimate-barista-oat-milk-alternative-long-life/1000320855342
Alpro Barista Almond 1L,1000371550446,https://ui.assets-asda.com:443/dm/5411188129899,4.2222,9,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-barista-almond-1l/1000371550446
Alpro Almond Plant-Based Chilled Drink,910000567923,https://ui.assets-asda.com:443/dm/5411188110859,4.25,44,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-almond-plant-based-chilled-drink/910000567923
Oatly Oat Drink Whole,1000077580061,https://ui.assets-asda.com:443/dm/7394376665035,4.6,30,Oatly,Chilled Food,1215660378320,https://groceries.asda.com/product/oatly-oat-drink-whole/1000077580061
ASDA Plant Based Oat Non-Dairy Alternative 200ml,1000383258463,https://ui.assets-asda.com:443/dm/5063089701164,0,0,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-plant-based-oat-non-dairy-alternative-200ml/1000383258463
Alpro Alpro Oat No Sugars Long Life Drink Stock Up Bundle,9999999113899,https://ui.assets-asda.com:443/dm/Alpro_Oat_No_Sugars_Long-Life_Milk_Bundle_of_3,0,0,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-alpro-oat-no-sugars-long-life-drink-stock-up-bundle/9999999113899
Alpro Coconut Long Life Drink,910001362417,https://ui.assets-asda.com:443/dm/5411188116592,4.2708,48,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-coconut-long-life-drink/910001362417
Plant Based by ASDA Almond Sweetened Drink 1Litre,1000066996559,https://ui.assets-asda.com:443/dm/5054781982555,3.5952,42,Plant Based by ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/plant-based-by-asda-almond-sweetened-drink-1litre/1000066996559
Oatly Oat Drink Barista Edition Long Life,1000064848106,https://ui.assets-asda.com:443/dm/7394376616228,4.8435,115,Oatly,Chilled Food,1215660378320,https://groceries.asda.com/product/oatly-oat-drink-barista-edition-long-life/1000064848106
MOMA Barista Oat Drink Unsweetened,1000383168247,https://ui.assets-asda.com:443/dm/5060146372756,4.9048,21,MOMA,Chilled Food,1215660378320,https://groceries.asda.com/product/moma-barista-oat-drink-unsweetened/1000383168247
Oatly The Original No Sugars Oat Drink,1000383172079,https://ui.assets-asda.com:443/dm/7394376620867,4.2857,7,Oatly,Chilled Food,1215660378320,https://groceries.asda.com/product/oatly-the-original-no-sugars-oat-drink/1000383172079
Alpro Growing Up Oat Drink 1-3+ Years,1000383167874,https://ui.assets-asda.com:443/dm/5411188135289,4.6154,13,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-growing-up-oat-drink-1-3+-years/1000383167874
Oatly Chocolate Oat Drink Long Life,1000064911610,https://ui.assets-asda.com:443/dm/7394376614552,4.8621,29,Oatly,Chilled Food,1215660378320,https://groceries.asda.com/product/oatly-chocolate-oat-drink-long-life/1000064911610
Alpro Almond Long Life Drink,910000548881,https://ui.assets-asda.com:443/dm/5411188110835,4.3878,49,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-almond-long-life-drink/910000548881
Alpro Almond No Sugars Long Life Drink Stock Up Bundle,9999999113901,https://ui.assets-asda.com:443/dm/Alpro_Almond_No_Sugars_Long-Life_Milk_Bundle_of_3,0,0,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-almond-no-sugars-long-life-drink-stock-up-bundle/9999999113901
Alpro Barista Oat Long Life Drink,1000155195001,https://ui.assets-asda.com:443/dm/5411188127697,4.5294,17,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-barista-oat-long-life-drink/1000155195001
Oatly Oat Drink Skinny,1000077580012,https://ui.assets-asda.com:443/dm/7394376665011,4.5,16,Oatly,Dietary & Lifestyle,1215686355606,https://groceries.asda.com/product/oatly-oat-drink-skinny/1000077580012
Califia Farms Original Oat Drink,1000318360125,https://ui.assets-asda.com:443/dm/0813636022496,4.6667,6,Califia Farms,Chilled Food,1215660378320,https://groceries.asda.com/product/califia-farms-original-oat-drink/1000318360125
Alpro Hazelnut Long Life Drink,1000383167903,https://ui.assets-asda.com:443/dm/5411188110842,4.9333,15,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-hazelnut-long-life-drink/1000383167903
Mighty High Protein Pea Milk Alternative Long Life Unsweetened,1000320855368,https://ui.assets-asda.com:443/dm/5060674960012,3.9265,68,Mighty,Dietary & Lifestyle,1215686355606,https://groceries.asda.com/product/mighty-high-protein-pea-milk-alternative-long-life-unsweetened/1000320855368
Califia Farms Oat Barista Blend,1000318359987,https://ui.assets-asda.com:443/dm/0813636021932,4.5238,21,Califia Farms,Chilled Food,1215660378320,https://groceries.asda.com/product/califia-farms-oat-barista-blend/1000318359987
Plant Based by ASDA Coconut Drink 1 Litre,1000066996485,https://ui.assets-asda.com:443/dm/5054781982548,3.9545,66,Plant Based by ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/plant-based-by-asda-coconut-drink-1-litre/1000066996485
Alpro Coconut Drink Original Chilled,910001364058,https://ui.assets-asda.com:443/dm/5411188116615,4.3125,48,Alpro,Chilled Food,1215660378320,https://groceries.asda.com/product/alpro-coconut-drink-original-chilled/910001364058
Plant Based by ASDA Chocolate Flavoured Oat Drink 200ml,1000216902523,https://ui.assets-asda.com:443/dm/5057172223459,4.56,50,Plant Based by ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/plant-based-by-asda-chocolate-flavoured-oat-drink-200ml/1000216902523
Arla Protein Chocolate Flavoured Milk Drink 1 Litre,1000383235193,https://ui.assets-asda.com:443/dm/5711953169991,0,0,Arla,Chilled Food,1215660378320,https://groceries.asda.com/product/arla-protein-chocolate-flavoured-milk-drink-1-litre/1000383235193
Yazoo Vanilla Flavoured Milk,910002182753,https://ui.assets-asda.com:443/dm/5410438036567,4.9286,28,Yazoo,Chilled Food,1215660378320,https://groceries.asda.com/product/yazoo-vanilla-flavoured-milk/910002182753
Yazoo Chocolate Flavoured Milk,910002182124,https://ui.assets-asda.com:443/dm/5410438036482,4.4306,72,Yazoo,Chilled Food,1215660378320,https://groceries.asda.com/product/yazoo-chocolate-flavoured-milk/910002182124
Yazoo Limited Edition Choc Mint 400ml,1000383173729,https://ui.assets-asda.com:443/dm/5410438044609,4.3077,26,Yazoo,Chilled Food,1215660378320,https://groceries.asda.com/product/yazoo-limited-edition-choc-mint-400ml/1000383173729
Yazoo Strawberry Flavoured Milk,910002181842,https://ui.assets-asda.com:443/dm/5410438036420,4.6739,46,Yazoo,Chilled Food,1215660378320,https://groceries.asda.com/product/yazoo-strawberry-flavoured-milk/910002181842
Yazoo Banana Milk Drink 400ml,1000383173892,https://ui.assets-asda.com:443/dm/5410438036543,4.5897,39,Yazoo,Chilled Food,1215660378320,https://groceries.asda.com/product/yazoo-banana-milk-drink-400ml/1000383173892
Yazoo Chocolate Flavoured Milk,910002786409,https://ui.assets-asda.com:443/dm/5410438036833,4.4306,72,Yazoo,Chilled Food,1215660378320,https://groceries.asda.com/product/yazoo-chocolate-flavoured-milk/910002786409
Yazoo Banana Flavoured Milk,910002785811,https://ui.assets-asda.com:443/dm/5410438036857,4.3953,43,Yazoo,Chilled Food,1215660378320,https://groceries.asda.com/product/yazoo-banana-flavoured-milk/910002785811
Yazoo Strawberry Flavoured Milk,910002786546,https://ui.assets-asda.com:443/dm/5410438036819,4.6739,46,Yazoo,Chilled Food,1215660378320,https://groceries.asda.com/product/yazoo-strawberry-flavoured-milk/910002786546
Shaken Udder Chocolush Milkshake,1000219339198,https://ui.assets-asda.com:443/dm/5060342470515,4.4388,139,Shaken Udder,Chilled Food,1215660378320,https://groceries.asda.com/product/shaken-udder-chocolush-milkshake/1000219339198
Yazoo Chocolate Milk Drink,1000383146453,https://ui.assets-asda.com:443/dm/5410438044371,4.0976,41,Yazoo,Chilled Food,1215660378320,https://groceries.asda.com/product/yazoo-chocolate-milk-drink/1000383146453
Shaken Udder White Choc Milkshake 750ml,1000383224822,https://ui.assets-asda.com:443/dm/5060342471376,4.75,4,Shaken Udder,Chilled Food,1215660378320,https://groceries.asda.com/product/shaken-udder-white-choc-milkshake-750ml/1000383224822
Cadbury Creamy Chocolate Milkshake 250ml,1000383173683,https://ui.assets-asda.com:443/dm/4025500267346,4.4062,32,Cadbury,Chilled Food,1215660378320,https://groceries.asda.com/product/cadbury-creamy-chocolate-milkshake-250ml/1000383173683
Cadbury Creamy Chocolate Caramel Flavour Milkshake 250ml,1000383173914,https://ui.assets-asda.com:443/dm/4025500283926,4.6667,33,Cadbury,Chilled Food,1215660378320,https://groceries.asda.com/product/cadbury-creamy-chocolate-caramel-flavour-milkshake-250ml/1000383173914
Starbucks Frappuccino Coffee Drink Indulgent Caramel Flavour 250ml,1000383225527,https://ui.assets-asda.com:443/dm/5711953172304,4.75,4,Starbucks,Chilled Food,1215660378320,https://groceries.asda.com/product/starbucks-frappuccino-coffee-drink-indulgent-caramel-flavour-250ml/1000383225527
Starbucks Frappuccino Coffee Drink 250ml,1000383225498,https://ui.assets-asda.com:443/dm/5711953161896,4.6667,3,Starbucks,Chilled Food,1215660378320,https://groceries.asda.com/product/starbucks-frappuccino-coffee-drink-250ml/1000383225498
Starbucks Caramel Macchiato Iced Coffee,910000421243,https://ui.assets-asda.com:443/dm/5760466920490,4.6816,201,Starbucks,Food Cupboard,1215337189632,https://groceries.asda.com/product/starbucks-caramel-macchiato-iced-coffee/910000421243
Starbucks Frappuccino Coffee Drink Decadent Caramel Flavour 250ml,1000383109856,https://ui.assets-asda.com:443/dm/5711953145278,4.549,51,Starbucks,Chilled Food,1215660378320,https://groceries.asda.com/product/starbucks-frappuccino-coffee-drink-decadent-caramel-flavour-250ml/1000383109856
Starbucks Frappuccino Vanilla Flavour 250ml,1000383173916,https://ui.assets-asda.com:443/dm/5711953156717,4.6364,11,Starbucks,Chilled Food,1215660378320,https://groceries.asda.com/product/starbucks-frappuccino-vanilla-flavour-250ml/1000383173916
FRijj Chocolate Flavour Milkshake 330ml,1000383204863,https://ui.assets-asda.com:443/dm/4025500287344,4.7532,77,FRijj,Chilled Food,1215660378320,https://groceries.asda.com/product/frijj-chocolate-flavour-milkshake-330ml/1000383204863
FRijj Strawberry Flavour Milkshake 330ml,1000383204866,https://ui.assets-asda.com:443/dm/4025500287405,4.48,75,FRijj,Chilled Food,1215660378320,https://groceries.asda.com/product/frijj-strawberry-flavour-milkshake-330ml/1000383204866
FRijj Fudge Brownie Flavour Milkshake 330ml,1000383204884,https://ui.assets-asda.com:443/dm/4025500287382,4.3438,64,FRijj,Chilled Food,1215660378320,https://groceries.asda.com/product/frijj-fudge-brownie-flavour-milkshake-330ml/1000383204884
FRijj Cookie Dough Flavour Milkshake 330ml,1000383204882,https://ui.assets-asda.com:443/dm/4025500287368,4.0357,56,FRijj,Chilled Food,1215660378320,https://groceries.asda.com/product/frijj-cookie-dough-flavour-milkshake-330ml/1000383204882
Shaken Udder Vanillalicious Milkshake,1000219339179,https://ui.assets-asda.com:443/dm/5060342470539,4.7069,58,Shaken Udder,Chilled Food,1215660378320,https://groceries.asda.com/product/shaken-udder-vanillalicious-milkshake/1000219339179
Chocomel 750ml,1000383189795,https://ui.assets-asda.com:443/dm/5410438045910,4.4,35,Chocomel,Chilled Food,1215660378320,https://groceries.asda.com/product/chocomel-750ml/1000383189795
Shaken Udder Strawberry Dream Milkshake,1000219339205,https://ui.assets-asda.com:443/dm/5060342470614,4.4219,64,Shaken Udder,Chilled Food,1215660378320,https://groceries.asda.com/product/shaken-udder-strawberry-dream-milkshake/1000219339205
Galaxy Chocolate Milk Shake Drink No Added Sugar,1000383109262,https://ui.assets-asda.com:443/dm/5060402902710,5,5,Galaxy,Chilled Food,1215660378320,https://groceries.asda.com/product/galaxy-chocolate-milk-shake-drink-no-added-sugar/1000383109262
Mars Chocolate Milk Shake Drink No Added Sugar,1000383109013,https://ui.assets-asda.com:443/dm/5060402902697,5,5,Mars,Chilled Food,1215660378320,https://groceries.asda.com/product/mars-chocolate-milk-shake-drink-no-added-sugar/1000383109013
The Real Milkshake Company White Chocolate 1 Litre,1000383133011,https://ui.assets-asda.com:443/dm/5000316000966,4.4375,16,The Real Milkshake Company,Chilled Food,1215660378320,https://groceries.asda.com/product/the-real-milkshake-company-white-chocolate-1-litre/1000383133011
The Real Milkshake Company Salted Caramel 1 Litre,1000383133054,https://ui.assets-asda.com:443/dm/5000316000973,4.8095,21,The Real Milkshake Company,Chilled Food,1215660378320,https://groceries.asda.com/product/the-real-milkshake-company-salted-caramel-1-litre/1000383133054
Yazoo Banana Milk Drink,1000383146280,https://ui.assets-asda.com:443/dm/5410438044418,4.8077,26,Yazoo,Chilled Food,1215660378320,https://groceries.asda.com/product/yazoo-banana-milk-drink/1000383146280
Yazoo Strawberry Milk Drink,1000383146380,https://ui.assets-asda.com:443/dm/5410438044333,4.8529,34,Yazoo,Chilled Food,1215660378320,https://groceries.asda.com/product/yazoo-strawberry-milk-drink/1000383146380
Chocomel Chocolate Flavoured Milk,1000383146339,https://ui.assets-asda.com:443/dm/5414150410957,4.6129,31,Chocomel,Chilled Food,1215660378320,https://groceries.asda.com/product/chocomel-chocolate-flavoured-milk/1000383146339
Cocio Chocolate Milk 600ml,1000383169276,https://ui.assets-asda.com:443/dm/5711953150364,4.8308,65,Cocio,Chilled Food,1215660378320,https://groceries.asda.com/product/cocio-chocolate-milk-600ml/1000383169276
Cocio Dark Chocolate Milk 600ml,1000383169192,https://ui.assets-asda.com:443/dm/5711953150401,4.8769,65,Cocio,Chilled Food,1215660378320,https://groceries.asda.com/product/cocio-dark-chocolate-milk-600ml/1000383169192
FRijj Banana Flavour Milkshake 330ml,1000383204875,https://ui.assets-asda.com:443/dm/4025500287429  ,4.4318,44,FRijj,Chilled Food,1215660378320,https://groceries.asda.com/product/frijj-banana-flavour-milkshake-330ml/1000383204875
Dr. Moo Quick Strawberry Milk Magic Sipper,910000886985,https://ui.assets-asda.com:443/dm/5996071652932,4.381,21,Dr. Moo,Food Cupboard,1215337189632,https://groceries.asda.com/product/dr.-moo-quick-strawberry-milk-magic-sipper/910000886985
Dr. Moo Quick Chocolate Milk Magic Sipper,910000887223,https://ui.assets-asda.com:443/dm/5996071652949,4.5833,24,Dr. Moo,Food Cupboard,1215337189632,https://groceries.asda.com/product/dr.-moo-quick-chocolate-milk-magic-sipper/910000887223
Camelicious Chocolate Flavor Camel Milk 235ml,1000383215831,https://ui.assets-asda.com:443/dm/6291115001318,5,1,Camelicious,Chilled Food,1215660378320,https://groceries.asda.com/product/camelicious-chocolate-flavor-camel-milk-235ml/1000383215831
Starbucks Multiserve Caffe Latte Iced Coffee,1000355364696,https://ui.assets-asda.com:443/dm/4100290024734,4.542,131,Starbucks,Chilled Food,1215660378320,https://groceries.asda.com/product/starbucks-multiserve-caffe-latte-iced-coffee/1000355364696
Arla Protein Protein Food to Go Vanilla Hazelnut Flavour 500ml,1000383254958,https://ui.assets-asda.com:443/dm/5711953190001,4.2745,51,Arla Protein,Chilled Food,1215660378320,https://groceries.asda.com/product/arla-protein-protein-food-to-go-vanilla-hazelnut-flavour-500ml/1000383254958
Dunn's River Original Chocolate Flavoured Milk Drink,910002047153,https://ui.assets-asda.com:443/dm/5012389670588,3.6667,6,Dunn's River,Chilled Food,1215660378320,https://groceries.asda.com/product/dunn's-river-original-chocolate-flavoured-milk-drink/910002047153
